ParticipantID,BlockID,x,z
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,0,0
1,5,-0.0858922,0.05215263
1,5,-0.4933729,0.3695664
1,5,-1.030893,0.9132771
1,5,-1.586446,1.468831
1,5,-2.092738,2.024384
1,5,-2.028216,2.481685
1,5,-1.543782,2.486236
1,5,-0.9882283,1.970167
1,5,-0.4326749,1.414613
1,5,0.1228786,0.8649936
1,5,0.678432,0.8057041
1,5,1.233985,1.144148
1,5,1.789539,1.68909
1,5,2.345092,2.244644
1,5,2.900646,2.800197
1,5,3.44364,3.355751
1,5,3.721776,3.911305
1,5,4.24489,4.466858
1,5,4.800443,5.022412
1,5,5.066666,5.250526
1,5,5.066666,5.250526
1,5,5.066666,5.250526
1,5,5.066666,5.250526
1,5,5.066666,5.250526
1,5,5.066666,5.250526
1,5,5.066666,5.250526
1,5,5.080102,5.261342
1,5,5.152137,5.699277
1,5,5.197105,6.25483
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.236774,6.450118
1,5,5.15965,6.599418
1,5,5.044384,6.784611
1,5,5.044384,6.784611
1,5,5.044384,6.784611
1,5,5.044384,6.784611
1,5,5.044384,6.784611
1,5,5.044384,6.784611
1,5,5.044384,6.784611
